index,having_IPhaving_IP_Address,URLURL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,SSLfinal_State,Domain_registeration_length,Favicon,port,HTTPS_token,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Submitting_to_email,Abnormal_URL,Redirect,on_mouseover,RightClick,popUpWidnow,Iframe,age_of_domain,DNSRecord,web_traffic,Page_Rank,Google_Index,Links_pointing_to_page,Statistical_report,Result
9-163,1,0,1,1,1,0,-1,0,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,0
9-164,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
9-165,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,0
9-166,0,1,1,1,1,0,-1,0,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,0
9-167,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,0,1,1,-1,0,1
9-168,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,0,0,1,-1,1,1
9-169,1,0,1,1,1,0,1,1,0,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,1
9-17-1,0,0,1,1,1,0,0,-1,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,0
9-171,1,0,1,1,1,0,0,-1,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,1,1,-1,0,0,-1,1,0
9-17-1,0,0,1,1,1,0,-1,-1,1,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,1,1,-1,0,1,1,1,0
9-173,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,-1,1,1,1,1,1,1,0,0,1,1,1,1
9-174,0,0,1,1,1,0,-1,0,1,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,0
9-175,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,1,1,0,0,1,1,0
9-176,1,-1,1,1,1,0,-1,0,1,1,1,0,0,-1,0,0,1,1,-1,1,1,1,1,1,1,1,0,0,-1,0,0
9-177,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,0,0,1,-1,1,1
9-178,0,0,1,0,1,0,0,-1,1,0,0,1,0,0,1,0,0,1,-1,1,1,0,1,1,1,1,0,1,-1,0,0
9-179,0,0,1,1,1,0,1,1,0,1,1,1,0,-1,1,1,1,1,-1,1,1,1,1,0,1,-1,0,1,1,1,1
9-18-1,1,0,1,1,1,0,0,-1,1,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,1,1,-1,0,0,-1,1,0
9-181,0,0,1,1,1,0,1,1,0,0,0,1,0,-1,1,1,0,1,-1,1,1,0,1,1,1,1,0,1,1,1,1
9-18-1,0,0,1,1,1,0,0,1,1,1,1,1,0,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,0,1
9-183,0,1,1,0,1,0,-1,1,0,0,1,1,1,-1,1,0,1,0,-1,0,1,0,1,1,1,1,1,1,0,1,0
9-184,0,0,1,1,1,0,-1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,-1,0,1,1,1,0
9-185,1,0,1,1,1,0,-1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,0,0,1,-1,1,1
9-186,1,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,-1,1,0,1,1,1,1,1,1,0,1,0,1,-1,1,0
9-187,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1
9-188,0,0,1,0,1,0,0,-1,1,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,1,1,1,0,0,-1,1,0
9-189,1,1,1,1,1,0,1,1,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1
9-19-1,1,1,1,1,1,0,1,1,1,0,1,1,0,-1,-1,0,1,1,-1,0,1,0,1,1,1,1,1,1,-1,1,1
9-191,0,0,1,1,1,0,1,1,1,1,1,1,0,-1,-1,-1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
9-19-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,-1,0,1
9-193,0,0,1,0,1,0,-1,-1,1,0,0,1,1,0,-1,0,0,1,-1,1,1,0,1,1,1,-1,0,1,-1,1,0
9-194,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
9-195,0,0,0,1,0,1,1,1,0,1,1,0,1,1,-1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
9-196,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,0
9-197,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
9-198,1,0,1,1,1,0,1,1,0,1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,1,1,0,0,1,0,1,1
9-199,0,1,1,0,1,1,1,1,1,0,0,1,0,-1,0,1,0,1,-1,0,0,0,0,1,1,1,1,1,1,1,1
93-1-1,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,0,1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
93-11,1,0,1,0,1,0,1,0,0,0,0,1,1,0,-1,0,0,1,-1,1,1,1,1,1,1,1,0,0,-1,1,0
93-1-1,0,0,1,1,1,0,-1,0,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,0
93-13,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,0,1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
93-14,0,0,1,1,1,0,-1,-1,0,1,1,1,1,0,0,-1,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,0
93-15,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
93-16,0,0,1,1,1,0,-1,1,1,1,1,1,0,-1,-1,1,1,1,-1,1,1,1,1,1,1,-1,0,0,1,1,1
93-17,0,0,1,1,1,0,0,-1,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,1,-1,0,1,1,1,0
93-18,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,0,1,-1,0,1
93-19,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,-1,-1,1,1,-1,1,1,1,1,1,1,0,0,1,-1,1,1
931-1,1,0,1,1,1,1,-1,1,0,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
9311,1,0,1,1,1,0,1,-1,1,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,0
931-1,0,0,1,0,1,0,-1,0,1,0,0,1,1,0,-1,0,0,1,-1,1,1,0,1,1,1,1,0,1,-1,0,0
9313,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
9314,0,1,1,1,1,0,1,0,1,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,1,0,1,1,0
9315,1,1,1,1,1,0,-1,0,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,0
9316,0,0,0,0,0,0,1,1,0,1,1,0,1,-1,0,1,0,0,-1,1,1,1,1,1,0,1,0,1,0,1,1
9317,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,1
9318,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,-1,0,1,0,1,1,1,1,0,1,-1,1,1
9319,0,0,0,1,0,0,1,1,0,1,1,0,1,-1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
93-1-1,0,0,1,1,1,0,-1,1,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,1,1,-1,0,0,-1,1,0
93-11,1,0,1,1,1,0,-1,0,0,1,1,1,1,-1,0,1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,0
93-1-1,1,0,1,1,1,0,-1,1,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,0
93-13,1,0,1,1,1,0,-1,0,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,0
93-14,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,-1,0,1,0,0,1,1,0,0,1,-1,1,1
93-15,0,1,1,1,1,0,0,-1,0,1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,0
93-16,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,-1,1,1,0,1,1,1,0,0,1,-1,1,1
93-17,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,-1,1,1,1,1,1,0,0,0,1,-1,1,1
93-18,1,0,1,1,1,0,1,0,0,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,1
93-19,0,0,1,1,1,0,1,0,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,1,1,-1,0,1,1,1,1
933-1,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
9331,0,0,1,1,1,0,0,-1,0,1,1,1,0,0,0,-1,0,1,-1,1,1,1,1,1,1,1,0,1,-1,1,0
933-1,1,0,1,1,1,0,1,1,1,1,1,1,0,-1,-1,-1,1,1,-1,1,1,1,1,0,1,0,0,0,-1,1,1
9333,1,0,0,0,0,1,1,1,0,1,1,0,0,-1,-1,0,1,0,-1,1,1,1,1,1,0,0,0,1,-1,1,1
9334,0,1,1,1,1,0,-1,-1,0,1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,0
9335,1,1,1,1,1,0,1,1,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1
9336,0,0,1,1,1,0,1,0,1,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,0,0
9337,0,0,1,1,1,0,-1,0,0,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,1,1,-1,0,0,-1,0,0
9338,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,1,-1,1,0,-1,1,1
9339,0,0,1,0,1,0,-1,0,0,0,0,1,1,-1,0,0,0,1,-1,1,1,0,1,1,1,1,0,1,-1,0,0
934-1,0,0,0,1,0,0,1,1,0,1,1,0,1,-1,-1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
9341,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0
934-1,1,1,1,1,1,1,0,1,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1
9343,1,0,1,1,1,0,0,-1,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,1,-1,0,0,-1,1,0
9344,0,0,1,1,1,0,1,1,1,1,1,1,0,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1
9345,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,0
9346,0,1,0,1,0,0,1,-1,0,1,1,0,1,0,1,-1,1,0,1,1,1,1,1,1,0,-1,1,1,1,1,0
9347,0,1,0,0,0,1,1,1,0,1,1,0,0,-1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
9348,0,0,0,1,0,1,1,1,0,1,1,0,1,-1,-1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
9349,0,1,1,1,1,0,1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,1
935-1,0,0,0,1,0,0,1,1,1,1,1,0,1,-1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1
9351,0,0,1,1,1,0,-1,1,1,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1
935-1,0,0,1,1,1,0,-1,1,1,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,0
9353,1,0,1,0,1,0,1,-1,1,1,0,1,1,-1,0,0,0,0,-1,1,1,1,1,1,1,1,0,1,1,1,0
9354,1,0,0,0,0,0,1,1,0,1,1,0,1,-1,0,1,0,0,-1,1,1,1,1,1,0,1,0,1,0,1,1
9355,1,0,1,1,1,1,-1,0,0,1,1,1,1,1,0,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
9356,0,0,1,1,1,0,1,1,1,1,1,1,0,-1,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1
9357,0,0,1,1,1,0,0,-1,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,1,1,-1,0,1,1,1,0
9358,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,0
9359,0,0,1,1,1,0,0,0,0,1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,0,1,-1,0,1,1,0,0
936-1,0,0,1,0,1,0,1,1,0,0,1,0,1,-1,0,1,0,0,-1,0,1,0,0,1,1,0,0,1,-1,1,1
9361,0,0,1,1,1,0,1,1,0,1,1,1,1,-1,0,-1,1,1,-1,1,1,1,1,1,1,-1,0,1,1,1,1
936-1,0,1,1,1,1,0,1,1,0,0,1,1,1,-1,1,0,1,1,-1,1,1,0,1,1,1,0,1,1,1,1,1
9363,0,0,1,1,1,0,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1
9364,0,0,1,1,1,0,-1,0,1,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,0,1,1,0,0,-1,1,0
9365,1,0,1,1,1,0,-1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
9366,1,0,1,1,1,0,1,0,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,1,1,1,0,0,-1,1,0
9367,0,0,1,1,1,0,-1,0,0,0,1,1,1,-1,-1,1,1,1,-1,1,1,0,1,1,1,1,0,0,1,1,0
9368,1,1,1,1,1,0,-1,0,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,0
9369,1,0,1,1,1,1,1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,1,0,0,1,0,1,1
937-1,0,0,1,1,1,0,0,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,1,0,0,1,1,1,1
9371,1,0,1,1,1,0,1,1,0,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,1
937-1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,0
9373,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,1,1,0,0,1,-1,0,0
9374,1,0,1,1,1,1,0,1,0,0,0,1,0,1,-1,0,0,1,-1,1,1,0,0,0,1,0,0,1,-1,1,1
9375,0,0,1,1,1,0,-1,0,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,1,0,0
9376,1,0,1,1,1,0,-1,0,1,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,0,1,1,0,0,-1,1,0
9377,0,0,1,1,1,0,-1,1,0,0,1,1,0,-1,-1,1,1,1,-1,1,1,0,1,1,1,1,0,1,1,1,1
9378,1,1,1,1,1,0,1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1
9379,0,0,1,1,1,0,0,1,0,1,1,1,0,-1,1,0,0,1,-1,1,1,1,1,0,1,-1,0,1,1,1,1
938-1,1,0,1,1,1,0,1,1,1,1,1,1,0,-1,1,-1,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,1
9381,0,0,1,1,1,0,-1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,0
938-1,1,0,1,1,1,0,-1,1,1,1,1,1,1,-1,0,0,0,1,-1,1,1,1,1,1,1,1,0,1,1,1,0
9383,1,0,0,1,0,0,1,1,0,1,1,0,1,-1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
9384,0,0,1,1,1,0,1,1,0,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,0,0,1,1,1,1
9385,0,0,1,1,1,0,-1,0,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,1,1,1,0,0,-1,1,0
9386,0,0,1,1,1,0,0,-1,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,1,1,-1,0,1,1,1,0
9387,0,0,1,1,1,0,-1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,0
9388,0,0,1,1,1,0,-1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,0
9389,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,-1,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,0
939-1,0,0,1,1,1,0,1,1,1,1,1,1,0,-1,-1,-1,1,1,-1,1,1,1,1,1,1,-1,0,0,1,1,1
9391,0,0,1,1,1,0,1,0,0,1,1,1,1,-1,-1,0,0,1,-1,1,1,1,1,1,1,1,0,1,-1,1,0
939-1,1,0,1,1,1,0,1,0,1,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,1,1,0,1,1,1,0
9393,0,0,1,1,1,0,-1,1,1,0,1,1,0,-1,-1,1,1,1,-1,1,1,0,1,1,1,1,0,1,1,1,1
9394,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,-1,1,1,0,1,0,1,1,0,1,1,0,0
9395,0,0,0,1,0,1,1,1,0,1,1,0,1,-1,-1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
9396,0,1,1,1,1,0,-1,0,0,1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,0,1,-1,1,1,1,1,0
9397,1,1,1,1,1,0,1,1,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,1,1,0,1,1,-1,1,1
9398,1,0,1,0,1,0,-1,-1,1,0,0,1,0,0,-1,0,0,1,-1,0,1,0,0,1,1,-1,0,1,-1,1,0
9399,0,1,1,1,1,0,0,0,0,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,0
94-1-1,0,0,1,0,1,0,-1,0,1,0,0,0,0,0,-1,0,0,0,-1,0,1,0,1,0,1,-1,0,1,-1,1,0
94-11,0,1,1,1,1,0,0,-1,0,1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,0
94-1-1,0,0,1,1,1,0,1,0,0,1,1,0,0,-1,0,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,0
94-13,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,-1,1,1,0,1,1,1,0,0,0,1,1,1
94-14,1,0,1,1,1,0,-1,-1,0,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,0
94-15,0,1,1,1,1,0,-1,0,0,1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,1,1,-1,1,0,1,1,0
94-16,0,0,1,1,1,0,1,1,1,1,1,1,1,-1,0,-1,1,1,-1,1,1,1,1,1,1,0,0,1,1,1,1
94-17,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
94-18,1,0,1,1,1,0,1,1,1,1,1,1,0,-1,-1,1,1,1,-1,1,1,1,1,1,1,0,0,1,-1,1,1
94-19,1,0,1,0,1,0,0,-1,1,0,0,1,0,-1,-1,-1,0,1,-1,0,0,0,0,1,1,-1,0,0,-1,1,0
941-1,1,1,1,1,1,0,1,1,0,0,1,1,1,-1,0,-1,1,1,-1,0,1,0,1,1,1,-1,1,1,-1,1,1
9411,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,-1,0,1,1,1,1
941-1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1
9413,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,-1,0,1,1,1,0
9414,1,1,1,1,1,1,1,1,0,1,1,0,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,0,1,1,0,1,1
9415,0,0,0,1,0,1,1,1,0,1,1,0,1,-1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
9416,0,0,1,1,1,0,1,1,0,1,1,1,1,-1,0,1,1,1,-1,1,1,1,1,1,1,-1,0,1,1,1,1
9417,0,0,1,0,1,0,1,1,0,0,0,1,1,-1,1,1,0,1,-1,1,0,0,0,1,1,0,0,1,1,1,1
9418,1,0,1,1,1,0,-1,-1,0,0,1,1,1,0,-1,0,1,1,-1,0,1,0,1,1,1,-1,0,1,-1,1,0
9419,1,0,1,1,1,0,-1,1,0,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,1
94-1-1,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,0,0,1,-1,1,1
94-11,1,0,1,1,1,0,-1,1,0,0,1,1,1,-1,-1,0,1,1,-1,1,1,0,1,1,1,0,0,1,-1,1,1
94-1-1,1,1,1,0,1,0,0,1,1,1,1,0,0,-1,0,1,0,0,-1,1,1,1,1,1,1,0,0,1,0,1,1
94-13,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-1,1,0,1,1,1,0,1,1,0,-1,0,1,1,1,0
94-14,1,1,1,1,1,0,1,1,0,1,1,1,1,-1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1
94-15,1,0,1,1,0,0,0,-1,0,1,1,0,0,0,1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,0
94-16,1,0,1,1,1,0,0,0,1,1,1,1,1,-1,0,-1,1,1,-1,1,1,1,1,1,1,1,0,0,-1,1,0
94-17,0,0,0,1,0,0,1,1,0,1,1,0,1,-1,0,-1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
94-18,1,1,1,1,1,0,1,1,0,0,1,0,1,-1,-1,0,1,1,-1,0,1,0,1,1,1,1,1,1,0,1,1
94-19,0,0,1,1,1,1,1,1,0,0,0,1,1,-1,-1,0,0,1,-1,0,1,0,1,1,1,1,0,1,1,1,1
943-1,0,-1,1,0,1,0,1,0,0,1,1,0,1,-1,0,0,0,0,-1,1,1,1,1,1,1,1,0,1,-1,1,0
9431,0,1,1,1,1,0,-1,0,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0
943-1,0,1,1,1,1,0,1,1,0,0,1,1,1,-1,-1,0,1,1,-1,0,1,0,0,1,1,-1,1,1,1,1,1
9433,0,0,1,1,1,0,0,0,0,1,1,0,0,0,-1,-1,1,1,-1,1,1,1,1,1,1,1,0,0,-1,1,0
9434,1,0,1,1,1,0,1,1,0,1,1,1,0,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
9435,1,0,1,1,1,0,-1,1,0,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,1,1,1,0,0,-1,1,0
9436,1,0,1,1,1,1,1,1,0,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
9437,1,0,1,1,1,0,-1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
9438,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,0,0,1,-1,1,1
9439,0,0,0,0,0,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0
944-1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,1,1,1,0,-1,1,1
9441,0,0,0,1,0,0,1,1,1,1,1,0,0,-1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
944-1,0,0,1,1,1,0,1,1,0,0,1,1,1,-1,0,-1,1,1,-1,0,1,0,1,1,1,1,0,1,1,1,1
9443,0,0,1,1,1,0,-1,1,1,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,1,1,0,0,1,1,1,0
9444,0,0,0,0,1,0,0,-1,0,1,1,0,0,0,1,0,0,0,-1,1,1,1,1,1,0,0,0,1,-1,1,0
9445,0,1,1,0,1,0,1,1,0,0,0,1,1,-1,0,-1,0,1,-1,0,0,0,0,1,1,0,1,1,1,1,1
9446,1,0,1,1,1,0,1,-1,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
9447,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,-1,1,1,0,1,1,1,1,0,1,1,1,1
9448,0,0,0,1,0,0,1,1,0,1,1,0,1,-1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
9449,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,0,1,0,0,0,-1,1,1
945-1,1,1,1,1,1,0,-1,1,0,1,1,1,1,-1,0,0,0,1,-1,1,1,1,1,1,1,1,1,0,-1,1,1
9451,0,1,1,1,1,1,1,1,0,1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,1
945-1,0,0,1,1,1,0,-1,1,0,1,1,1,1,-1,0,-1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1
9453,0,0,0,1,0,0,1,1,1,1,1,0,0,-1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
9454,0,1,1,1,1,0,1,1,0,0,0,1,1,-1,1,-1,0,1,-1,1,1,0,0,1,1,0,1,1,1,1,1
9455,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,1,1,1,0,-1,1,1
9456,1,1,1,1,1,0,1,1,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,0,1,0,1,1,-1,0,1
9457,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,0,0,1,1,1,1
9458,0,0,1,1,1,0,1,0,1,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,0
9459,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
946-1,1,0,1,1,1,0,-1,0,0,1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,1,1,0,0,0,1,1,0
9461,1,1,1,0,1,0,-1,1,0,0,0,1,1,-1,1,0,0,1,-1,0,0,0,0,1,1,1,1,1,1,1,1
